"geneID"	"percentMeth"
"g10019"	0
"g10063"	0
"g10064"	0
"g10075"	0
"g10089"	0
"g10107"	20
"g10108"	85.714286
"g10125"	0
"g10136"	0
"g10141"	100
"g10147"	0
"g10167"	0
"g10170"	0
"g10181"	0
"g10186"	0
"g10191"	100
"g10218"	0
"g10223"	0
"g10232"	0
"g10242"	0
"g10256"	100
"g10277"	100
"g10290"	100
"g10291"	10
"g10295"	100
"g10298"	20
"g10300"	0
"g10345"	0
"g1035"	40
"g10362"	0
"g10364"	0
"g10365"	0
"g104"	100
"g10407"	28.571429
"g10408"	0
"g10410"	0
"g10412"	0
"g10416"	0
"g1043"	60
"g10443"	0
"g10449"	0
"g10451"	30
"g10459"	0
"g10475"	0
"g10479"	0
"g10516"	0
"g10517"	80
"g10520"	40
"g10538"	0
"g10547"	0
"g10563"	40
"g10567"	0
"g10584"	0
"g10591"	0
"g10601"	0
"g10602"	20
"g10623"	100
"g10628"	100
"g1063"	66.666667
"g10637"	100
"g10642"	100
"g1068"	100
"g10688"	0
"g107"	0
"g1071"	0
"g10714"	0
"g10720"	0
"g10755"	0
"g10817"	0
"g10827"	83.333333
"g10836"	0
"g10837"	0
"g10882"	0
"g10887"	0
"g10906"	0
"g10913"	80
"g10918"	0
"g10925"	0
"g10927"	0
"g10930"	0
"g10932"	0
"g10942"	8.3333335
"g10944"	0
"g10945"	0
"g10954"	100
"g11003"	40
"g11014"	100
"g1103"	0
"g11039"	0
"g11071"	0
"g11076"	0
"g11085"	10
"g11120"	0
"g11121"	0
"g11146"	0
"g11149"	0
"g11153"	80
"g11170"	37.5
"g11176"	0
"g11178"	0
"g11179"	0
"g11180"	0
"g11186"	0
"g11187"	0
"g11206"	0
"g11211"	0
"g11222"	33.333333
"g11231"	0
"g11233"	0
"g11234"	83.3333335
"g11236"	30
"g11238"	0
"g1124"	0
"g11243"	100
"g11247"	0
"g11248"	0
"g11258"	0
"g11263"	0
"g11295"	100
"g11308"	20
"g11313"	0
"g11314"	0
"g1138"	0
"g1139"	0
"g11398"	70
"g11437"	0
"g11488"	0
"g11509"	0
"g11532"	0
"g11547"	0
"g11548"	0
"g11564"	0
"g11583"	0
"g11595"	83.333333
"g11605"	0
"g1163"	0
"g11639"	0
"g11644"	20
"g11662"	0
"g11668"	100
"g11701"	94.444444
"g11702"	97.727273
"g11703"	90
"g11704"	80
"g11705"	100
"g11713"	0
"g11716"	0
"g11771"	0
"g11776"	18.3333335
"g11782"	16.666667
"g11789"	0
"g11801"	0
"g11836"	0
"g11847"	0
"g11877"	0
"g11905"	0
"g11927"	0
"g11942"	0
"g11951"	80
"g11957"	0
"g11967"	100
"g11969"	0
"g11983"	100
"g11984"	100
"g11985"	100
"g11992"	0
"g12000"	0
"g12018"	0
"g12029"	0
"g12038"	0
"g12040"	33.333333
"g12050"	20
"g12053"	0
"g12057"	0
"g12059"	0
"g12060"	71.428571
"g12063"	0
"g12064"	0
"g12066"	0
"g12081"	0
"g12087"	0
"g12095"	0
"g121"	0
"g1210"	66.6666665
"g12127"	0
"g12130"	0
"g12133"	10
"g1215"	100
"g12155"	0
"g12157"	0
"g1217"	35
"g12200"	0
"g12202"	100
"g12203"	100
"g12232"	0
"g12265"	0
"g12283"	10
"g1230"	28.3333335
"g12302"	80
"g12306"	100
"g12312"	0
"g12329"	0
"g12337"	100
"g12340"	20
"g12345"	20
"g12347"	0
"g12349"	60
"g12352"	0
"g12360"	0
"g12375"	0
"g12395"	0
"g12400"	0
"g12401"	16.666667
"g12405"	0
"g12413"	0
"g12472"	0
"g12474"	0
"g12476"	0
"g12481"	20
"g12493"	80
"g12499"	0
"g12501"	20
"g12529"	0
