"","category","WGBS","RRBS","MBDBS","Term","GOterm_desc"
"1","GO:0004518",7.6669284566703e-09,7.98999152748918e-05,2.08590164772813e-17,"nuclease activity","GO:0004518 nuclease activity"
"2","GO:0046983",3.33286328942465e-07,1.45881628190871e-17,6.56454339118379e-11,"protein dimerization activity","GO:0046983 protein dimerization activity"
"3","GO:0003682",0.000200517143499212,NA,NA,"chromatin binding","GO:0003682 chromatin binding"
"4","GO:0004060",0.000928573387571006,NA,NA,"arylamine N-acetyltransferase activity","GO:0004060 arylamine N-acetyltransferase activity"
"5","GO:0005089",0.000994586123612539,NA,NA,"Rho guanyl-nucleotide exchange factor activity","GO:0005089 Rho guanyl-nucleotide exchange factor activity"
"6","GO:0050431",0.00121152918900257,NA,NA,"transforming growth factor beta binding","GO:0050431 transforming growth factor beta binding"
"7","GO:0003677",0.00190155167336338,NA,NA,"DNA binding","GO:0003677 DNA binding"
"8","GO:0004803",0.00360637062879662,0.00242820224389516,0.000268692728862618,"transposase activity","GO:0004803 transposase activity"
"9","GO:0031702",0.0038923092511945,NA,NA,"type 1 angiotensin receptor binding","GO:0031702 type 1 angiotensin receptor binding"
"10","GO:0042296",0.00430790829924612,0.044116159391218,NA,"ISG15 transferase activity","GO:0042296 ISG15 transferase activity"
"11","GO:0043138",0.00464008341646838,1.99206726895786e-08,8.04542315071754e-11,"3'-5' DNA helicase activity","GO:0043138 3'-5' DNA helicase activity"
"12","GO:0004527",0.00556864513742981,0.000310720532903466,0.0011778156921016,"exonuclease activity","GO:0004527 exonuclease activity"
"13","GO:0030619",0.00607489322513478,NA,NA,"U1 snRNA binding","GO:0030619 U1 snRNA binding"
"14","GO:0120020",0.00622744227081703,NA,NA,"cholesterol transfer activity","GO:0120020 cholesterol transfer activity"
"15","GO:0009378",0.00660879060034105,4.08644328427704e-09,4.62421850819895e-09,"four-way junction helicase activity","GO:0009378 four-way junction helicase activity"
"16","GO:0004674",0.00724208523211283,NA,NA,"protein serine/threonine kinase activity","GO:0004674 protein serine/threonine kinase activity"
"17","GO:0032453",0.00880999838677731,NA,NA,"histone demethylase activity (H3-K4 specific)","GO:0032453 histone demethylase activity (H3-K4 specific)"
"18","GO:0003960",0.00908112703909419,NA,NA,"NADPH:quinone reductase activity","GO:0003960 NADPH:quinone reductase activity"
