WGBS_1	WGBS_2	WGBS_3	MBDBS_1	MBDBS_2	MBDBS_3	RRBS_1	RRBS_2	RRBS_3
16.1937079.1937081	2.73972602739726	3.06748466257669	1.35746606334842	0	0	9.67741935483871	8.44444444444444	5.16129032258065	14.963707426019
16.1937098.1937100	5.45454545454545	3.65853658536585	13.3640552995392	5.37634408602151	2.40963855421687	7.36842105263158	17.2566371681416	9.70873786407767	18.4709821428571
16.1937128.1937130	1.45454545454545	0.543478260869565	0.956937799043062	0	0	1.26582278481013	9.29203539823009	7.44336569579288	20.9577464788732
16.1937244.1937246	7.67386091127098	3.8961038961039	7.47422680412371	6.93069306930693	3.84615384615385	4.83870967741935	6.10156754309057	4.06982925428991	5.43457872209812
16.1937251.1937253	7.26392251815981	8.06451612903226	9.20096852300242	8.7378640776699	3.75	10.2941176470588	6.59933042047324	5.67251461988304	6.36530871032845
16.1937253.1937255	10.0238663484487	8.2018927444795	11.9266055045872	10.7843137254902	7.05882352941176	11.1111111111111	9.98286001079535	7.48370107668458	8.31885834951126
16.1937307.1937309	2.55813953488372	1.69014084507042	1.95121951219512	0.632911392405063	2.63157894736842	5.22875816993464	1.77239957827148	1.15978288525146	1.86539118551418
16.1937326.1937328	3.125	3.35365853658537	12.0603015075377	2.61437908496732	3.50877192982456	11.9205298013245	9.93900867623056	3.24812608110705	5.25450123357422
16.1937356.1937358	1.25	0.366300366300366	1.39442231075697	1.63934426229508	1.16279069767442	1.6260162601626	1.27176770948443	0.920762547010764	1.5562415022232
16.1939229.1939231	1.45631067961165	1.94489465153971	2.14669051878354	0	2.35294117647059	3.24324324324324	14.0562248995984	12.7272727272727	5.05836575875486
16.1939252.1939254	1.35635018495684	1.14754098360656	2.94642857142857	1.34529147982063	1.79640718562874	2.1505376344086	0.467289719626168	3.13725490196078	1.70827858081472
16.1939280.1939282	5.63564875491481	3.1413612565445	6.73624288425047	5.58139534883721	6.2111801242236	6.21468926553672	6.14035087719298	5.73770491803279	5.9445178335535
16.1939287.1939289	6.74002751031637	7.40072202166065	6.15530303030303	6.16113744075829	4.54545454545455	6.62983425414365	4.54545454545455	3.41880341880342	5.05464480874317
