WGBS_1	WGBS_2	WGBS_3	MBDBS_1	MBDBS_2	MBDBS_3	RRBS_1	RRBS_2	RRBS_3
4.438011.438013	0.884955752212389	1.19047619047619	1.78571428571429	0	0	7.69230769230769	0	0	0
4.438074.438076	1.23456790123457	0	0	0	4.16666666666667	0	0	0	1.0989010989011
4.438084.438086	0	0	0	0	0	0	0	0	1.77514792899408
4.2282559.2282561	5.47945205479452	1.2987012987013	7.03125	8.57142857142857	6.25	15	0	0	0
4.2282561.2282563	6.75675675675676	7.31707317073171	11.1940298507463	5.71428571428571	0	17.3913043478261	0	3.07692307692308	0
4.2282569.2282571	1.16279069767442	5.20833333333333	5.06329113924051	2.38095238095238	0	8.57142857142857	4.54545454545455	1.35135135135135	0
4.2282615.2282617	0	1.89873417721519	2.03045685279188	1.5625	0	2.27272727272727	0	0	0
4.2282634.2282636	2.4390243902439	1.96078431372549	2.05128205128205	0	0	4.65116279069767	0	0	2.85714285714286
4.2282664.2282666	0	1.53846153846154	0.628930817610063	0	0	0	0	1.35135135135135	3.125
16.1095934.1095936	40.9090909090909	15.6862745098039	96.7741935483871	41.6666666666667	44.1176470588235	93.9393939393939	92.8893513701006	11.6372980910426	34.653647752395
16.1095951.1095953	17.7215189873418	8.92857142857143	90.6976744186046	16.6666666666667	28.2608695652174	93.9393939393939	95.3278524162823	6.88856119654519	24.0591830170473
16.1095966.1095968	23.5294117647059	6.89655172413793	86.046511627907	23.0769230769231	38.2978723404255	89.622641509434	85.4191736863217	6.40404465978513	23.3326184859532
16.1095972.1095974	29.2682926829268	13.7931034482759	97.7272727272727	25	53.1914893617021	95.3271028037383	97.0511534603811	7.66638584667228	25.1796246648794
16.1095974.1095976	25.3012048192771	15.5172413793103	68.1818181818182	23.0769230769231	40.4255319148936	71.0280373831776	64.6811070998797	5.98777145266709	20.5831903945111
16.1095980.1095982	28.0487804878049	10.5263157894737	97.5609756097561	15.3846153846154	39.1304347826087	99.0654205607477	96.5109284138761	9.26901200758374	29.8100654576671
16.1095987.1095989	45.2380952380952	20.9677419354839	95.5555555555556	38.4615384615385	63.8297872340426	97.196261682243	97.2545090180361	22.6105263157895	51.9022612796056
16.1095993.1095995	46.6666666666667	18.5185185185185	94.5945945945946	16.6666666666667	62.7906976744186	94.5652173913043	89.8916967509025	12.6324713861806	35.2599914052428
16.1096010.1096012	28.2051282051282	3.50877192982456	92.6829268292683	10	29.2682926829268	91.7525773195876	48.6284289276808	1.88087774294671	20
16.1937023.1937025	35.5932203389831	26.530612244898	35.6164383561644	33.3333333333333	28.5714285714286	46.6666666666667	3.79746835443038	0	5.55555555555556
16.1937025.1937027	39.344262295082	45.4545454545455	45.8333333333333	58.3333333333333	33.3333333333333	47.0588235294118	1.36986301369863	3.03030303030303	4.54545454545455
16.1937079.1937081	2.73972602739726	3.06748466257669	1.35746606334842	0	0	9.67741935483871	8.44444444444444	5.16129032258065	14.963707426019
16.1937098.1937100	5.45454545454545	3.65853658536585	13.3640552995392	5.37634408602151	2.40963855421687	7.36842105263158	17.2566371681416	9.70873786407767	18.4709821428571
16.1937128.1937130	1.45454545454545	0.543478260869565	0.956937799043062	0	0	1.26582278481013	9.29203539823009	7.44336569579288	20.9577464788732
16.1937193.1937195	0.949367088607595	3.08370044052863	4.44444444444444	0	0	2.77777777777778	4.00178733358741	4.1029293367189	8.3695520946517
16.1937216.1937218	0.864553314121037	1.5748031496063	3.15457413249211	0	1.36986301369863	0	2.13050277211771	1.40272847795407	2.33247200689061
16.1937244.1937246	7.67386091127098	3.8961038961039	7.47422680412371	6.93069306930693	3.84615384615385	4.83870967741935	6.10156754309057	4.06982925428991	5.43457872209812
16.1937251.1937253	7.26392251815981	8.06451612903226	9.20096852300242	8.7378640776699	3.75	10.2941176470588	6.59933042047324	5.67251461988304	6.36530871032845
16.1937253.1937255	10.0238663484487	8.2018927444795	11.9266055045872	10.7843137254902	7.05882352941176	11.1111111111111	9.98286001079535	7.48370107668458	8.31885834951126
16.1937307.1937309	2.55813953488372	1.69014084507042	1.95121951219512	0.632911392405063	2.63157894736842	5.22875816993464	1.77239957827148	1.15978288525146	1.86539118551418
16.1937326.1937328	3.125	3.35365853658537	12.0603015075377	2.61437908496732	3.50877192982456	11.9205298013245	9.93900867623056	3.24812608110705	5.25450123357422
16.1937356.1937358	1.25	0.366300366300366	1.39442231075697	1.63934426229508	1.16279069767442	1.6260162601626	1.27176770948443	0.920762547010764	1.5562415022232
16.1939163.1939165	4.74860335195531	2.5531914893617	5.1980198019802	7.77777777777778	1.61290322580645	2.94117647058824	6.38297872340426	0	2
16.1939229.1939231	1.45631067961165	1.94489465153971	2.14669051878354	0	2.35294117647059	3.24324324324324	14.0562248995984	12.7272727272727	5.05836575875486
16.1939252.1939254	1.35635018495684	1.14754098360656	2.94642857142857	1.34529147982063	1.79640718562874	2.1505376344086	0.467289719626168	3.13725490196078	1.70827858081472
16.1939280.1939282	5.63564875491481	3.1413612565445	6.73624288425047	5.58139534883721	6.2111801242236	6.21468926553672	6.14035087719298	5.73770491803279	5.9445178335535
16.1939287.1939289	6.74002751031637	7.40072202166065	6.15530303030303	6.16113744075829	4.54545454545455	6.62983425414365	4.54545454545455	3.41880341880342	5.05464480874317
16.1939289.1939291	8.59060402684564	7.93650793650794	8.84030418250951	8.53080568720379	7.05128205128205	9.89010989010989	8.62944162436548	6.17283950617284	7.61154855643045
16.1939342.1939344	1.6025641025641	1.01010101010101	2	1.36986301369863	0	5.12820512820513	1.03626943005181	2.52100840336134	1.07095046854083
16.1939361.1939363	3.83141762452107	1.22699386503067	14.1025641025641	6.06060606060606	4.44444444444444	11.7647058823529	12.5	5.18867924528302	3.30188679245283
16.1939391.1939393	2.40384615384615	0.819672131147541	1.3986013986014	0	0	0	1.04166666666667	5.55555555555556	2.39774330042313
16.1940132.1940134	2.9126213592233	0.980392156862745	2.27272727272727	0	2.77777777777778	3.7037037037037	77.7777777777778	80	36.3636363636364
16.1940155.1940157	1.78571428571429	2.04081632653061	3.40909090909091	0	0	3.84615384615385	3.12891113892365	3.2967032967033	3.03030303030303
16.1940183.1940185	6.42201834862385	6.48148148148148	8.82352941176471	6.52173913043478	5.55555555555556	4	6.83229813664596	3.125	8.33333333333333
16.1940190.1940192	5.60747663551402	4.90196078431373	6.35838150289017	6.52173913043478	2.85714285714286	8	6.45161290322581	5.72916666666667	5.47945205479452
16.1940192.1940194	8.33333333333333	6.86274509803922	12.3595505617978	6.81818181818182	2.85714285714286	15.3846153846154	11.3466334164589	6.73575129533679	8.21917808219178
16.1940245.1940247	3.77358490566038	2	2.72727272727273	3.84615384615385	0	5.55555555555556	2.24159402241594	1.59574468085106	5.55555555555556
16.1940264.1940266	4.54545454545455	11.1111111111111	10	4	4.54545454545455	12.5	10.9181141439206	2.13903743315508	1.61290322580645
16.1941037.1941039	2.38095238095238	3.37078651685393	1.44927536231884	3.57142857142857	0	0	5.08982035928144	3.584229390681	7.71704180064309
16.1941060.1941062	1.17647058823529	1.05263157894737	1.36054421768707	0	0	5	1.82186234817814	0.31055900621118	1.11358574610245
16.1941088.1941090	3.40909090909091	0	2.75862068965517	0	0	0	2.02429149797571	0.641025641025641	1.11358574610245
16.1941095.1941097	1.23456790123457	0	1.41843971631206	0	0	0	2.46305418719212	0.91324200913242	1.40845070422535
16.1941097.1941099	2.35294117647059	3.15789473684211	4.13793103448276	0	0	0	2.24489795918367	0.628930817610063	2.2271714922049
16.1941150.1941152	4.76190476190476	2.56410256410256	5.97014925373134	4.54545454545455	0	0	0.851063829787234	0.359712230215827	2.93333333333333
16.1941169.1941171	3.2258064516129	0	5.45454545454545	0	10	0	5.43478260869565	0.359712230215827	1.59574468085106
16.1941717.1941719	7.89473684210526	0	0	0	0	0	6.68431502316347	5.35530381050463	7.01852891633914
16.1941740.1941742	0	0	0	0	0	0	1.07401354190988	0.831792975970425	1.47306397306397
16.1941768.1941770	1.85185185185185	3.50877192982456	1.13636363636364	0	5.55555555555556	0	1.21042830540037	0.700607192900514	1.94032964740246
16.1941775.1941777	1.92307692307692	5.35714285714286	3.33333333333333	6.25	0	5.88235294117647	1.58249941819874	1.02755721625409	1.55827965925618
16.1941777.1941779	3.7037037037037	8.7719298245614	3.2967032967033	0	5.26315789473684	10	2.42774566473988	0.876383763837638	2.4026512013256
16.1941830.1941832	0	2.4390243902439	0	0	0	0	0.894085281980743	0.821917808219178	1.24872057318321
16.1941945.1941947	10	0	0	0	0	0	7.21153846153846	6.87876182287188	8.4
16.1941968.1941970	2.77777777777778	0	0	4	0	0	1.00356102298478	0.72992700729927	1.50041678243957
16.1941996.1941998	2	0	1.28205128205128	0	4.76190476190476	0	1.42072973845657	0.919681177191907	2.15469613259669
16.1942003.1942005	0	4	4.70588235294118	3.57142857142857	4.54545454545455	0	1.35483870967742	0.858895705521472	1.98074277854195
16.1942005.1942007	4.08163265306122	4.08163265306122	2.35294117647059	3.44827586206897	4.34782608695652	11.7647058823529	2.23570744171191	1.21359223300971	2.70861833105335
16.1942058.1942060	0	2	0	0	0	0	0.712392312789927	0.737888995829323	1.16479723899914
16.1942077.1942079	0	4.8780487804878	3.75	0	0	0	1.15843270868825	0.77720207253886	1.81658365074714
16.1942400.1942402	1.2987012987013	1.35135135135135	3.84615384615385	3.03030303030303	0	0	5.46952475398581	4.853228962818	5.727969348659
16.1942423.1942425	0.99009900990099	3.15789473684211	1.8018018018018	0	4.76190476190476	0	2.34490352611427	1.38031238648747	2.02390438247012
16.1942451.1942453	5.16129032258065	3.37837837837838	8.12182741116751	5.55555555555556	7.14285714285714	10.3448275862069	6.12708591047941	3.78945464411685	5.36239955445938
16.1942458.1942460	7.87878787878788	5.92105263157895	8.45070422535211	1.92307692307692	6.89655172413793	8.82352941176471	6.26809785322017	4.67420772179116	5.92360993746831
16.1942460.1942462	9.2485549132948	9.09090909090909	8.83720930232558	8.19672131147541	10	5.71428571428571	9.42890471817527	6.34497467342042	8.78184713375796
16.1942514.1942516	2.26244343891403	1.34529147982063	2.20385674931129	1.04166666666667	0	5.47945205479452	1.67519086798606	1.26805213103205	1.25220741692085
16.1942533.1942535	2.87081339712919	2.8169014084507	8.78787878787879	2.17391304347826	4.8780487804878	11.5942028985507	9.83562382107249	3.03697183098592	3.38802296964725
16.1942563.1942565	0	1.52284263959391	1.32450331125828	0	0	0	0.922619047619048	1.28640999724341	1.12115127175368
16.1943014.1943016	0	1.88679245283019	0	0	0	0	0.932286555446516	2.58620689655172	1.03626943005181
16.1943080.1943082	1.26582278481013	0	1.875	0	4.54545454545455	0	11.2314709236032	4.23529411764706	8.97959183673469
16.1943103.1943105	0	1.63934426229508	2.15827338129496	0	0	0	2.18938740293356	1.47579693034238	1.51057401812689
16.1943130.1943132	7.04225352112676	6.66666666666667	8.25688073394495	14.8148148148148	0	0	5.16740230380019	3.44224037339557	5.40540540540541
16.1943137.1943139	4.54545454545455	6.55737704918033	5.05050505050505	16	0	20	4.61571035358882	3.20916905444126	5.83501006036217
16.1943139.1943141	7.46268656716418	12.3076923076923	10.4761904761905	14.8148148148148	0	5	7.81893004115226	4.49864498644986	7.18503937007874
16.1943192.1943194	3.73831775700935	2.5974025974026	5.06329113924051	2.32558139534884	5	0	1.83585313174946	2.75423728813559	2.01401050788091
16.1943211.1943213	8.3969465648855	3.88349514563107	11.4678899082569	0	0	9.375	9.79343263928895	4.9530315969257	5.5672268907563
16.1943241.1943243	2.5830258302583	2.78884462151394	0.728597449908925	0.78125	4	2.35294117647059	0.943238731218698	0.687580575848732	1.3009540329575
16.1943307.1943309	2.29226361031519	1.35135135135135	2.63157894736842	0	0	3.65853658536585	3.43219918658863	4.10573678290214	5.96816976127321
16.1943584.1943586	6.38297872340426	9.25925925925926	3.86740331491713	16.6666666666667	0	6.25	5.39007092198582	3.3112582781457	5.5045871559633
16.1943591.1943593	14	8.47457627118644	5.67010309278351	6.66666666666667	0	5.88235294117647	4.97159090909091	6.12244897959184	7.47663551401869
16.1943593.1943595	12	8.47457627118644	7.53768844221106	16.1290322580645	0	5.71428571428571	10.6741573033708	7.33333333333333	16.1616161616162
16.1943646.1943648	3.125	0	1.49253731343284	2.12765957446809	0	5.35714285714286	4.04135338345865	3.74331550802139	4.92957746478873
16.1943665.1943667	4.6875	1.38888888888889	12.2171945701357	2.5	0	13.2075471698113	12.4309392265193	4.86486486486486	6.03448275862069
16.1943695.1943697	3.33333333333333	3.82165605095541	3.21285140562249	1.35135135135135	9.52380952380952	2.5974025974026	2.85442435775452	1.09289617486339	3.36134453781513
16.1943760.1943762	0.87719298245614	1.8957345971564	2.7972027972028	1.25	5	3.03030303030303	4.40456769983687	4.07301252074219	5.6409080486127
16.1943783.1943785	0	0.873362445414847	2.2020725388601	2.35294117647059	3.125	0.900900900900901	2.11383834109183	1.42840552781326	3.30567628078493
16.1943811.1943813	7.5	6.08365019011407	7.25907384230288	4.62962962962963	8.10810810810811	9.375	5.8988340265954	5.47834144081538	8.5740667458119
16.1943818.1943820	8.44155844155844	6.31970260223048	7.89473684210526	3.7037037037037	3.03030303030303	9.77443609022556	5.47414340773368	7.03428773418169	9.54583683767872
